Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
6548,Jikkyou Powerful Pro Yakyuu 4,N64,Konami,Diamond Head,,,0.31,1997
6549,Vigilante 8,N64,Activision,"Luxoflux, Inc.",8.2,,0.31,1998
6550,Warriors Orochi 4,NS,Koei Tecmo,Omega Force,8.5,6.5,0.31,2018
6551,Hitman,XOne,Square Enix,IO Interactive,,,0.31,2017
6552,MySims SkyHeroes,DS,Electronic Arts,The Sims Studio,,,0.31,2010
6553,Major League Baseball 2K8,PS3,2K Sports,Kush Games,7.2,,0.31,2008
6554,Might & Magic: Clash of Heroes,PC,Ubisoft,Capybara Games,,8,0.31,2011
6555,SingStar Take That,PS3,Sony Computer Entertainment,SCEE London Studio,,,0.31,2009
6556,J-League Winning Eleven 2007: Club Championship,PS2,Konami,Konami,,,0.31,2007
6557,Star Wars Jedi Knight II: Jedi Outcast,XB,LucasArts,Vicarious Visions,8.8,,0.31,2003
6558,Mega Man Battle Network 2,GBA,Ubisoft,Capcom,8.5,,0.31,2002
6559,Mega Man Zero Collection,DS,Capcom,Inti Creates,7.5,,0.31,2010
6560,Lord of the Rings: Battle for Middle-Earth,X360,Electronic Arts,EA Los Angeles,,,0.31,2006
6561,Lego Batman 3: Beyond Gotham,PSV,Warner Bros. Interactive Entertainment,TT Fusion,,,0.31,2014
6562,Mountain King,2600,CBS Electronics,CBS Electronics,,,0.31,1983
6563,Tiger Woods PGA Tour 06,X360,EA Sports,EA Sports,6.9,,0.31,2005
6564,Jampack Volume 12,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.31,2005
6565,Shaun White Snowboarding,PS2,Ubisoft,Ubisoft Montreal,6.2,,0.31,2008
6566,Devil Summoner: Soul Hackers,SAT,Atlus,Atlus Co.,,,0.31,1997
6567,Shrek's Carnival Craze Party Games,Wii,Activision,Ivolgamus,,,0.31,2008
6568,The Incredible Hulk,Wii,Sega,Edge of Reality,5.7,,0.31,2008
6569,Sonic Mania,PS4,Sega,PagodaWest Games,8.6,8.4,0.31,2017
6570,J Stars Victory Vs.,PS4,Namco Bandai Games,Namco Bandai Games,,,0.31,2015
6571,Demolition Racer,PS,Infogrames,Pitbull Syndicate,7.8,,0.31,1999
6572,Midway Arcade Treasures 2,XB,Midway Games,Backbone Entertainment,8,,0.31,2004
6573,Final Fantasy IV,PS,SquareSoft,SquareSoft,,,0.31,2001
6574,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,Konami,Konami,7.6,,0.31,2010
6575,NASCAR Thunder 2003,GC,EA Sports,EA Tiburon,8.8,,0.31,2002
6576,SD Gundam G Generation: Overworld,PSP,Namco Bandai Games,Namco Bandai Games,,,0.31,2012
6577,Mercenary Kings,PC,Tribute Games,Unknown,8,6.5,0.31,2014
6578,XCOM 2,PS4,2K Games,Firaxis Games,8.7,7.3,0.31,2016
6579,The Jackbox Party Pack,PC,Jackbox Games,Jackbox Games,,,0.31,2014
6580,NHL FaceOff 2000,PS,989 Studios,SolWorks,6.8,,0.31,1999
6581,Jonah Lomu Rugby Challenge,X360,Mad Catz,Sidhe Interactive,7,,0.31,2011
6582,Star Wars Racer Revenge,PS2,LucasArts,Rainbow Studios,7.8,,0.31,2002
6583,Cabela's Outdoor Adventures (2009),Wii,Activision,Activision,,,0.31,2009
6584,Spider-Man 3,PSP,Activision,Treyarch,5.3,,0.31,2007
6585,NCAA Final Four 2002,PS2,Sony Computer Entertainment,989 Sports,6,,0.31,2001
6586,TRON: Evolution,X360,Disney Interactive Studios,Propaganda Games,,,0.31,2010
6587,LEGO Ninjago: Shadow of Ronin,3DS,Warner Bros. Interactive Entertainment,TT Fusion,,,0.31,2015
6588,Calvin Tucker's Redneck Jamboree,Wii,Zoo Games,Humagade,3.4,,0.31,2008
6589,South Park: Chef's Luv Shack,PS,Acclaim Entertainment,Acclaim Studios Austin,3.1,,0.31,1999
6590,Music Maker,PS2,Magix,Magix,,,0.31,2003
6591,Slot Machine,2600,Atari,Atari,,,0.31,1979
6592,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,Konami,Konami,,,0.31,1993
6593,Dynasty Warriors 8: Xtreme Legends,PS4,Tecmo Koei,Unknown,,,0.31,2014
6594,Astroblast,2600,Mattel Interactive,Mattel,,,0.31,1982
6595,40 Winks,PS,GT Interactive,Eurocom Entertainment Software,5.5,,0.31,1999
6596,Blade II,PS2,Activision,Mucky Foot Productions,4.9,,0.31,2002
6597,My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,Mentor Interactive,1st Playable Productions,,,0.31,2009
6598,The Settlers 7: Paths to a Kingdom,PC,Ubisoft,Blue Byte,7.8,,0.31,2010
6599,Math Play,DS,Natsume,Denyu-Sha,3,,0.31,2007
6600,Blackguards,PC,Daedalic Entertainment,Unknown,7.8,7.1,0.31,2014
6601,A Collection of Intellivision Classic Games,PS,Activision,LTI,4.3,,0.31,1999
6602,Star Wars Episode III: Revenge of the Sith,DS,Ubisoft,Ubisoft Montreal,7.3,,0.31,2005
6603,Silent Hill: Shattered Memories,PSP,Konami,Climax Group,7.8,,0.31,2010
6604,Her Story,PC,Sam Barlow,Sam Barlow,8.7,6,0.31,2015
6605,Bruce Lee: Quest of the Dragon,XB,Universal Interactive,Ronin Entertainment,3.9,,0.31,2002
6606,Spin Jam,PS,Empire Interactive,H2O?ÿEntertainment,7,,0.31,2000
6607,KuruKuru Kururin,GBA,Nintendo,Eighting/Raizing,7.2,,0.31,2001
6608,Disney's The Emperor's New Groove,PS,Sony Computer Entertainment,Argonaut Software,,,0.31,2000
6609,NBA Live 08,PSP,Electronic Arts,EA Canada,6.8,,0.31,2007
6610,Disney's Stitch: Experiment 626,PS2,Disney Interactive Studios,High Voltage Software,,,0.31,2002
6611,RPG Tsukuru 2,SNES,ASCII Entertainment,Kuusou Kagaku,,,0.31,1996
6612,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,Namco,Unknown,,,0.31,1994
6613,Orphen: Scion of Sorcery,PS2,Activision,Shade,,,0.31,2000
6614,NASCAR 2011: The Game,X360,Activision,Eutechnyx,6,,0.31,2011
6615,Shrek: Forever After,DS,Activision,Griptonite Games,,,0.31,2010
6616,Ultimate Spider-Man,GBA,Activision,Vicarious Visions,,,0.3,2005
6617,F1 2013,X360,Codemasters,Codemasters Birmingham,8,,0.3,2013
6618,Resident Evil: Revelations 2,PS3,Capcom,Capcom,,,0.3,2015
6619,Contra 4,DS,Konami,WayForward Technologies,8.1,,0.3,2007
6620,Shrek Swamp Kart Speedway,GBA,TDK Mediactive,Prolific,3,,0.3,2002
6621,The King of Fighters XIII,PS3,Atlus,SNK Playmore Corporation,7.8,,0.3,2011
6622,Def Jam Rapstar,X360,Konami,4mm Games / Terminal Reality,7.4,,0.3,2010
6623,Gameboy Gallery,GB,Nintendo,Nintendo,,,0.3,1995
6624,Virtua Cop 2,SAT,Sega,Sega-AM2,,,0.3,1996
6625,Ehrgeiz,PS,Square,DreamFactory,6.7,,0.3,1999
6626,Sword Art Online: Hollow Fragment,PSV,Namco Bandai Games,Bandai Namco Games,6.7,7.6,0.3,2014
6627,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,Sega,Sega,,,0.3,2005
6628,Spyro: Attack of the Rhynocs,GBA,Universal Interactive,Digital Eclipse,,,0.3,2003
6629,"Army Men World War: Land, Sea, Air",PS,3DO,3DO,,,0.3,2000
6630,2nd Super Robot Wars Original Generation,PS3,Namco Bandai Games,TOSE,,,0.3,2012
6631,Madagascar,DS,Activision,Vicarious Visions,6.3,,0.3,2005
6632,Naruto: Ninja Destiny (US sales),DS,D3 Publisher,Takara Tomy,,,0.3,2008
6633,Tom Clancy's Splinter Cell 3D,3DS,Ubisoft,Gameloft,8,5.7,0.3,2011
6634,Magic 2015 - Duels of the Planeswalker,PC,Wizards of the Coast,Stainless Games,,,0.3,2014
6635,Battlefield: Hardline,X360,Electronic Arts,EA DICE,,,0.3,2015
6636,Jumping Flash!,PS,Sony Computer Entertainment,Exact,7.5,,0.3,1995
6637,Karaoke Revolution Party,PS2,Konami,Harmonix Music Systems,7.7,,0.3,2005
6638,Burnout,GC,Acclaim Entertainment,Criterion Games,7.7,,0.3,2002
6639,Cities: Skylines,PS4,Koch Media,Colossal Order,,,0.3,2017
6640,Lizzie McGuire 3: Homecoming Havoc,GBA,Buena Vista,Climax Group Inc.,,,0.3,2005
6641,Lumines ll,PSP,Buena Vista,Q Entertainment,8,,0.3,2006
6642,Chaos Legion,PS2,Capcom,Capcom Production Studio 6,6.2,,0.3,2003
6643,Charlie and the Chocolate Factory,GBA,Global Star Software,High Voltage Software / Backbone Entertainment,,,0.3,2005
6644,Neopets: The Darkest Faerie,PS2,Sony Computer Entertainment,Idol Minds Digital Entertainment,6.5,,0.3,2005
6645,Blazing Heroes,SAT,Sega,Micro Cabin,,,0.3,1996
6646,Rhythm Tengoku,GBA,Nintendo,Nintendo SPD Group No.1,,,0.3,2006
6647,Monopoly for Nintendo Switch,NS,Ubisoft,Engine Software,5.3,,0.3,2017
6648,NBA 2K19,NS,2K Sports,Visual Concepts,,,0.3,2018
6649,Super Robot Taisen W,DS,Banpresto,Banpresto,,,0.3,2007
6650,Cart World Series,PS,Sony Computer Entertainment,SCEA,7,,0.3,1997
6651,Sing Party,WiiU,Nintendo,FreeStyleGames,6.8,,0.3,2012
6652,24: The Game,PS2,2K Games,SCEE Cambridge,4.2,,0.3,2006
6653,The Dukes of Hazzard II: Daisy Dukes It Out,PS,SouthPeak Interactive,Sinister Games,4.5,,0.3,2000
6654,Pro Evolution Soccer 2013,X360,Konami Digital Entertainment,Konami,8.5,,0.3,2012
6655,Famista '91,NES,Namco,Namco,,,0.3,1990
6656,Tom Clancy's Rainbow Six: Siege,PC,Ubisoft,Ubisoft Montreal,,,0.3,2015
6657,LEGO Marvel's Avengers,3DS,Warner Bros. Interactive Entertainment,TT Fusion,,,0.3,2016
6658,Super Robot Taisen OG: Original Generations Gaiden,PS2,Banpresto,Banpresto,,,0.3,2007
6659,PowerUp Heroes,X360,Ubisoft,Ubisoft,4,,0.3,2011
6660,Decathlete,SAT,Sega,Sega,,,0.3,1996
6661,My Hero One's Justice,PS4,Bandai Namco Entertainment,Byking,6.8,7.5,0.3,2018
6662,Looney Tunes: Duck Amuck,DS,Warner Bros. Interactive,WayForward Technologies,6.4,,0.3,2007
6663,Resident Evil Archives: Resident Evil,Wii,Capcom,Capcom Production Studio 4,7.6,,0.3,2009
6664,Magna Carta 2,X360,Namco Bandai,SoftMax,6.6,,0.3,2009
6665,LEGO City Undercover,XOne,Warner Bros. Interactive Entertainment,TT Fusion,7.7,6.8,0.3,2017
6666,Jonas,DS,Disney Interactive Studios,Altron,4,,0.3,2009
6667,Romance of the Three Kingdoms VIII,PS2,KOEI,Koei,9,,0.3,2003
6668,Stranglehold,PS3,Midway Games,Midway Games,,,0.3,2007
6669,Fossil Fighters (JP sales),DS,Nintendo,RED Entertainment,,,0.3,2009
6670,Daikaijyuu Monogatari,SNES,Hudson Soft,Birthday,,,0.3,1994
6671,Hard Hitter Tennis,PS2,Atlus,Magical Company Ltd,4,,0.3,2002
6672,Sorcery,PS3,Sony Computer Entertainment,The Workshop,7.5,,0.3,2012
6673,Stronghold 2,PC,2K Games,FireFly Studios,6.7,,0.3,2005
6674,Monster Truck Madness 64,N64,Rockstar Games,Edge of Reality,5.5,,0.3,1999
6675,Quake II,N64,Activision,Raster Productions,8.2,,0.3,1999
6676,Shovel Knight,WiiU,Yacht Club Games,Yacht Club Games,9,8.4,0.3,2014
6677,Terraria,X360,505 Games,Engine Software,7.8,,0.3,2013
6678,VA-11 HALL-A,PC,Ysbryd Games,Sukeban Games,8.4,,0.3,2016
6679,Warcraft: Orcs & Humans,PC,Blizzard Entertainment,Blizzard Entertainment,,,0.3,1994
6680,SoulCalibur VI,XOne,Bandai Namco Games,Project Soul,8.4,4.7,0.3,2018
6681,Kingdom Rush,PC,Ironhide Game Studio,Ironhide Game Studio,,,0.3,2011
6682,The Jackbox Party Pack 2,PC,Jackbox Games,Jackbox Games,,,0.3,2015
6683,Crazy Taxi: Catch a Ride,GBA,THQ,Graphic State,4.8,,0.3,2003
6684,Imagine: Family Doctor,DS,Ubisoft,WizarBox,,,0.3,2009
6685,Nounai Aeshe: IQ Suppli DS,DS,Spike,Art,,,0.3,2006
6686,Macross Digital Mission VF-X,PS,Bandai,Unit,,,0.3,1997
6687,Rayman 2: Revolution,PS2,Ubisoft,Ubisoft,8.7,,0.3,2001
6688,Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,Atari,Atari Games,,,0.3,2003
6689,Super Bomberman 5,SNES,Hudson Soft,Hudson Soft,,,0.3,1997
6690,Army Men: Air Attack 2,PS,3DO,3DO,8.2,,0.3,2000
6691,Saint Seiya: Soldiers' Soul,PS4,Namco Bandai Games,Namco Bandai Games,5.9,7.2,0.3,2015
6692,Devil May Cry 4,PC,Capcom,Capcom,7.5,,0.3,2008
6693,Invizimals: Shadow Zone,PSP,Sony Computer Entertainment,Novarama,,,0.3,2011
6694,NBA Live 2003,GC,EA Sports,EA Canada,8.4,,0.3,2002
6695,Pride FC: Fighting Championships,PS2,THQ,Anchor,8,,0.3,2003
6696,Eternal Ring,PS2,Agetec,From Software,6.5,,0.3,2000
6697,Dragon Force,SAT,Working Designs,Sega,9,,0.3,1996
6698,Dynasty Warriors 6,X360,KOEI,Omega Force,6.2,,0.3,2008
6699,LEGO DC Super-Villains,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,7.2,7,0.3,2018
6700,WWE 2K17,X360,2K Games,Yuke's,,,0.3,2016
6701,Dance Dance Revolution Universe 3,X360,Konami,Bemani,,,0.3,2008
6702,Final Fantasy Type-0 HD,XOne,Square Enix,Square Enix,7.2,8.3,0.3,2015
6703,Winning Post 2,SNES,KOEI,Koei,,,0.3,1995
6704,Star Gladiator Episode: I Final Crusade,PS,Capcom,Capcom,,,0.3,1996
6705,Call of Duty: Black Ops 3,PC,Activision,Treyarch,,,0.3,2015
6706,The Smurfs: Dance Party,Wii,Ubisoft,Ubisoft,,,0.3,2011
6707,Just Dance 2018,PS4,Ubisoft,Ubisoft Paris,7.5,5.9,0.3,2017
6708,Showdown: Legends of Wrestling,PS2,Acclaim Entertainment,Acclaim?ÿStudios?ÿAustin,5.9,,0.3,2004
6709,Squinkies,DS,Activision,"Human Soft, Inc.",,,0.3,2011
6710,Far East of Eden Zero,SNES,Hudson Soft,Hudson Soft,,,0.3,1995
6711,Wacky Races: Crash & Dash,Wii,Eidos Interactive,Farmind Ltd,,,0.3,2008
6712,Rapala Pro Bass Fishing 2010,Wii,Activision,FUN Labs,,,0.3,2010
6713,Full Spectrum Warrior,PS2,THQ,Pandemic Studios,8.5,,0.3,2005
6714,Starhawk,PS3,Sony Computer Entertainment,LightBox Interactive,,,0.3,2012
6715,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,Namco Bandai,Bandai Namco Games,,,0.3,2010
6716,Fist of the North Star: Ken's Rage 2,PS3,Tecmo Koei,Koei,5,,0.3,2013
6717,Sonic & Sega All-Stars Racing Transformed,3DS,Sega,Sumo Digital,,,0.3,2013
6718,The Sims 2: Pets,PS2,Electronic Arts,Maxis,7.7,,0.3,2006
6719,FIFA 15,PC,EA Sports,EA Canada,7,4.3,0.3,2014
6720,Angry Birds: Star Wars,PS3,Activision,Exient Entertainment,,,0.3,2013
6721,Power Pro Kun Pocket 6,GBA,Konami,Diamond Head,,,0.3,2003
6722,Power Pro Kun Pocket 10,DS,Konami,PawaPuro Production,,,0.3,2007
6723,The Suite Life of Zack & Cody: Circle of Spies,DS,Disney Interactive Studios,Artificial Mind and Movement,,,0.3,2007
6724,Shaun White Snowboarding: World Stage,Wii,Ubisoft,Ubisoft Montreal,7.2,,0.3,2009
6725,Finding Nemo: The Continuing Adventures,GBA,THQ,Altron,8,,0.3,2004
6726,MySims Party,DS,Electronic Arts,EA Redwood Shores,6.4,,0.3,2009
6727,Spirit: Stallion of the Cimarron,GBA,THQ,Hyperspace Cowgirls,,,0.3,2002
6728,Shrek the Third,DS,Activision,Vicarious Visions,7,,0.3,2007
6729,Future Cop L.A.P.D.,PS,Electronic Arts,Electronic Arts,,,0.3,1998
6730,Hamster Tarou,GB,Jorudan,Jorudan,,,0.3,1999
6731,Capcom Classics Collection Remixed,PSP,Capcom,Digital Eclipse,7.7,,0.3,2006
6732,Shark Tale,GC,Activision,Edge of Reality,7,,0.3,2004
6733,Radiant Historia,DS,Atlus,Atlus Co.,8.5,,0.3,2011
6734,Guitar Hero: Van Halen,X360,Activision,Neversoft Entertainment,6.2,,0.3,2009
6735,MLB SlugFest Loaded,PS2,Midway Games,Point of View,,,0.3,2004
6736,Batman: The Brave and the Bold the Videogame,DS,Warner Bros. Interactive,WayForward Technologies,7.5,,0.3,2010
6737,Dreamworks Madagascar Kartz,PS3,Activision,Sidhe Interactive,,,0.3,2009
6738,Pit People,PC,The Behemoth,The Behemoth,7.8,7.8,0.3,2018
6739,Teenage Mutant Ninja Turtles,XB,Konami,Konami,5.3,,0.3,2003
6740,Phineas and Ferb Ride Again,DS,Disney Interactive Studios,Altron,,,0.3,2010
6741,Sniper Elite 4,XOne,Rebellion Developments,Rebellion Developments,8.1,7.4,0.3,2017
6742,FIFA 13,3DS,EA Sports,EA Canada,,,0.3,2012
6743,I Spy: Spooky Mansion,Wii,Storm City Games,Storm City Games,,,0.3,2010
6744,N3: Ninety-Nine Nights,X360,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,,0.3,2006
6745,Syphon Filter: Dark Mirror,PSP,Sony Computer Entertainment,SCEA Bend Studio,8.5,,0.3,2006
6746,Bejeweled 3,PC,PopCap Games,PopCap Games,8.1,,0.3,2010
6747,AMF Bowling 2004,XB,Mud Duck Productions,Bethesda Softworks,5,,0.3,2003
6748,Harry Potter and the Order of the Phoenix,X360,Electronic Arts,EA Games,7.6,,0.3,2007
6749,Scooby-Doo! Night of 100 Frights,GC,THQ,Heavy Iron Studios,6.1,,0.3,2002
6750,MySims SkyHeroes,Wii,Electronic Arts,The Sims Studio,6.4,,0.3,2010
6751,The Walking Dead: Season Two,PS4,Telltale Games,Unknown,,,0.3,2014
6752,Imagine: Makeup Artist,DS,Ubisoft,Global A Entertainment,,,0.29,2009
6753,Sword Art Online: Fatal Bullet,PS4,Namco Bandai Games,Dimps Corporation,6.4,7.2,0.29,2018
6754,Spider-Man: Friend or Foe,X360,Activision,Next Level Games,5.9,,0.29,2007
6755,RealSports Boxing,2600,Atari,Atari,,,0.29,1987
6756,Grandia II,PS2,Ubisoft,Game Arts,7.4,,0.29,2002
6757,Lego Star Wars: The Force Awakens,WiiU,Warner Bros. Interactive Entertainment,TT Fusion,,,0.29,2016
6758,Front Mission Evolved,PS3,Square Enix,Double Helix Games,6,,0.29,2010
6759,Fable: The Journey,X360,Microsoft Studios,Lionhead Studios,7.2,,0.29,2012
6760,Need for Speed Underground,GBA,Electronic Arts,Pocketeers,7.9,,0.29,2003
6761,Power Pro Kun Pocket 4,GBA,Konami,Diamond Head,,,0.29,2002
6762,Naruto to Boruto: Shinobi Striker,PS4,Bandai Namco Games,Soleil Software Studio Inc.,8.5,5.6,0.29,2018
6763,Rabbids: Alive & Kicking,X360,Ubisoft,Ubisoft,,,0.29,2011
6764,Guardian Heroes,SAT,Sega,"Treasure Co., Ltd.",,,0.29,1996
6765,WWII Aces,Wii,Destineer,Arcade Moon,4.5,,0.29,2008
6766,Glory of Heracles,DS,Nintendo,Paon Corporation,6.8,,0.29,2010
6767,Outlaw Golf,XB,Simon & Schuster Interactive,Hypnotix,7.2,,0.29,2002
6768,Mini Ninjas,X360,Eidos Interactive,IO Interactive,8,,0.29,2009
6769,ExerBeat,Wii,Namco Bandai,Tamsoft Corporation,,,0.29,2011
6770,Gears of War Triple Pack,X360,Microsoft Game Studios,Epic Games,,,0.29,2011
6771,Little King's Story,Wii,Xseed Games,Cing Inc. / Town Factory,8.5,9,0.29,2009
6772,Fisherman's Bait 2: Big Ol' Bass,PS,Konami,Konami,8,,0.29,1999
6773,Lupin the 3rd: Treasure of the Sorcerer King,PS2,Bandai,Banpresto,6.7,,0.29,2004
6774,Yooka-Laylee,PS4,Team17 Software,Playtonic Games,6.8,6.2,0.29,2018
6775,Call of Juarez: The Cartel,PS3,Ubisoft,Techland,5.4,,0.29,2011
6776,NES Remix,WiiU,Nintendo,Nintendo,8,7.2,0.29,2013
6777,Ben 10 Alien Force: Vilgax Attacks,PS2,D3 Publisher,Papaya Studio Corporation,,,0.29,2009
6778,Nicktoons: Battle for Volcano Island,DS,THQ,Natsume,,,0.29,2006
6779,NBA Street V3,GC,EA Sports BIG,EA Canada,9.4,,0.29,2005
6780,WinBack: Covert Operations,PS2,KOEI,Omega Force,7.3,,0.29,2001
6781,Assassin's Creed IV: Black Flag,WiiU,Ubisoft,Ubisoft Montreal,8.5,,0.29,2013
6782,Shrek: Forever After,Wii,Activision,XPEC Entertainment Inc.,,,0.29,2010
6783,X-Men Legends II: Rise of Apocalypse,PSP,Activision,Vicarious Visions,8.5,,0.29,2005
6784,Dynasty Warriors: Strikeforce,PS3,Tecmo Koei,Omega Force,6.8,,0.29,2010
6785,Strider (2014),PC,Capcom,Double Helix Games,,,0.29,2014
6786,Kagero: Deception II,PS,Tecmo,Tecmo,8.5,,0.29,1998
6787,Up,X360,THQ,THQ,6.5,,0.29,2009
6788,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,Konami,Diamond Head,,,0.29,2000
6789,Harvest Moon: Magical Melody,Wii,Natsume,Marvelous Interactive,6.3,,0.29,2009
6790,Alvin and the Chipmunks: The Squeakquel,DS,Majesco,ImaginEngine,,,0.29,2009
6791,NBA Live 06,X360,EA Sports,EA Canada,6.5,,0.29,2005
6792,Kenka Bancho: Badass Rumble,PSP,Atlus,Spike,7,,0.29,2009
6793,FlatOut: Head On,PSP,Warner Bros. Interactive,Bugbear Entertainment,7.3,,0.29,2008
6794,J-League Victory Goal '96,SAT,Sega,Sega,,,0.29,1996
6795,Talon Man Remastered,Amig,Out of crump??t's:,OutOfTime|OutOfCrumpets,,9,0.29,2018
6796,Zoo Tycoon 2 DS,DS,THQ,Altron,6.9,,0.29,2008
6797,TouchMaster: Connect,DS,Warner Bros. Interactive,DoubleTap Games,,,0.29,2010
6798,Jeopardy! 2nd Edition,PS,Hasbro Interactive,Hasbro Interactive,7,,0.29,2000
6799,SD Gundam G Century,PS,Bandai,Bandai,,,0.29,1997
6800,Wanted: Weapons of Fate,PS3,Warner Bros. Interactive,GRIN,6.2,,0.29,2009
6801,Ratchet & Clank: Size Matters,PS2,Sony Computer Entertainment,High Impact Games,,,0.29,2008
6802,Just Dance 2017,NS,Ubisoft,Ubisoft Paris,6.5,5.2,0.29,2017
6803,NieR,X360,Square Enix,Cavia Inc.,6.4,,0.29,2010
6804,Ace Combat: Joint Assault,PSP,Namco Bandai,Project ACES,7,,0.29,2010
6805,Atelier Iris 3: Grand Phantasm (US Sales),PS2,NIS America,Gust,6.1,,0.29,2007
6806,Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,Enix,Tomcat System,,,0.29,1994
6807,Imagine: Fashion Designer World Tour,DS,Ubisoft,Virtual Toys,,,0.29,2009
6808,From TV Animation One Piece: Treasure Battle!,GC,Bandai,Ganbarion,,,0.29,2002
6809,NHL 19,XOne,EA Sports,EA Canada,8.2,6.7,0.29,2018
6810,Sonic Adventure DX: Director's Cut,PC,Activision,Sonic Team,,,0.29,2004
6811,Dolphin,2600,Activision,Activision,,,0.29,1983
6812,Area 51,XB,Midway Games,Midway Studios  Austin,8,,0.29,2005
6813,Karaoke Revolution Glee: Volume 3,Wii,Konami,Hijinx Studios,,,0.29,2011
6814,Just Dance Wii 2,Wii,Nintendo,Ubisoft,,,0.29,2012
6815,The Godfather: Dons Edition,PS3,Electronic Arts,Electronic Arts,,,0.29,2007
6816,Prince of Persia: Rival Swords,Wii,Ubisoft,Ubisoft Montreal,7,,0.29,2007
6817,Hamster Club 4: Shigessa Daidassou,GBA,Jorudan,Jorudan,,,0.29,2003
6818,The Chronicles of Riddick: Assault on Dark Athena,X360,Atari,Starbreeze Studios AB,8.2,,0.29,2009
6819,John Deere: Harvest in the Heartland,DS,Destineer,Black Lantern Studios,3,,0.29,2007
6820,Mega Man X8,PS2,Capcom,Capcom,7.3,,0.29,2004
6821,Ford Mustang: The Legend Lives,PS2,2K Games,Eutechnyx,,,0.29,2005
6822,Phoenix Wright: Ace Attorney: Spirit of Justice,3DS,Capcom,Capcom,8.1,,0.29,2016
6823,Fast Food,2600,Unknown,Telesys,,,0.29,1982
6824,Trace Memory,DS,Nintendo,Cing,6.5,,0.29,2005
6825,Sesame Street: Cookie's Counting Carnival,Wii,Warner Bros. Interactive,Black Lantern Studios,,,0.29,2010
6826,Jikkyou Powerful Pro Yakyuu 8,PS2,Konami,Diamond Head,,,0.29,2001
6827,Forsaken 64,N64,Acclaim Entertainment,Iguana Entertainment,8.3,,0.29,1998
6828,Hatsune Miku: Project Diva Extend,PSP,Sega,Sega,,,0.29,2011
6829,Jeremy McGrath Supercross 2000,N64,Acclaim Entertainment,Acclaim Entertainment,4.9,,0.29,2000
6830,Ken Griffey Jr.'s Slugfest,N64,Nintendo,Angel Studios,7.9,,0.29,1999
6831,Supercross 2000,N64,Electronic Arts,MBL Research,,,0.29,1999
6832,The New Tetris,N64,Nintendo,H2O Interactive,8.8,,0.29,1999
6833,Top Gear Overdrive,N64,Kemco,Snowblind Studios,8,,0.29,1998
6834,War Gods,N64,Midway Games,Eurocom Entertainment Software,4.3,,0.29,1997
6835,Xena: Warrior Princess - The Talisman of Fate,N64,Titus,Saffire Corporation,,,0.29,1999
6836,Duel Masters: Sempai Legends,GBA,Atari,Mistic Software,7.1,,0.29,2004
6837,Trauma Center: New Blood,Wii,Atlus,Atlus Co.,7.5,,0.29,2007
6838,Marvel Super Hero Squad,PS2,THQ,Mass Media Inc.,5.8,,0.29,2009
6839,Heroes of the Pacific,PS2,Ubisoft,IR Gurus Interactive,8.1,,0.29,2005
6840,The BIGS 2,Wii,2K Sports,Blue Castle Games,6.3,,0.29,2009
6841,The Lord of the Rings: The Third Age,GC,Electronic Arts,EA Redwood Shores,7.9,,0.29,2004
